MID,DISCIPLINE,COMMONNAME,PHONE,WEBURL,LONGITUDE,LATITUDE,GSTREET,GCITY,GSTATE,GZIP5
8401701165,GMU,LABOR & INDUSTRY MUSEUM,6182229430,HTTP://WWW.LABORANDINDUSTRYMUSEUM.ORG/,-89.98031,38.51476,123 NORTH CHURCH STREET,BELLEVILLE,IL,62222
8401701170,GMU,SCOTT FIELD HERITAGE PARK, ,HTTP://WWW.SCOTTFIELDAIRPARK.ORG,-89.98126,38.5145,216 E A ST,BELLEVILLE,IL,62220
8401701192,GMU,WABASH COUNTY MUSEUM DISTRICT,6182628774,HTTP://WWW.MUSEUM.WABASH.IL.US/,-88.57348,40.02711,320 N MARKET ST,MOUNT CARMEL,IL,62863
8401701196,GMU,WRIGHT HOUSE, , ,-89.02675,42.27908,2990 N PERRYVILLE RD UNI,ROCKFORD,IL,61107
8401701205,GMU,ILLINOIS STATE MUSEUM,2177827386,HTTP://WWW.MUSEUM.STATE.IL.US,-89.65397,39.79957,502 SSPRING ST,SPRINGFIELD,IL,62706
8401701229,GMU,DEWITT COUNTY MUSEUM ASSOCIATION,2179356066,HTTP://WWW.CHMOOREHOMESTEAD.ORG,-88.95824,40.16001,219 E WOODLAWN ST,CLINTON,IL,61727
8401701230,GMU,QUINCY MUSEUM OF THE AMERICAN INDIAN, ,HTTP://WWW.THEQUINCYMUSEUM.COM,-91.38825,39.93247,1601 MAINE ST,QUINCY,IL,62301
8401701241,GMU,P SETH MAGOSKY MUSEUM OF VICTORIAN LIFE, , ,-88.08865,41.52641,206 N BROADWAY ST,JOLIET,IL,60435
8401701252,GMU,ARMED FORCES MUSEUM OF ST LOUIS, , ,-89.41134,38.89405,PO BOX 665,GREENVILLE,IL,62246
8401701279,GMU,CHICAGO LITERARY HALL OF FAME, ,HTTP://WWW.CHICAGOLITERARYHOF.ORG,-87.73024,42.0358,8519 KARLOV AVE,SKOKIE,IL,60076
8401701299,GMU,POLISH MUSEUM OF AMERICA,7733843352,HTTP://WWW.POLISHMUSEUMOFAMERICA.ORG,-87.66093,41.8997,984 N MILWAUKEE AVE,CHICAGO,IL,60642
8401701306,GMU,NATIONAL PUBLIC HOUSING MUSEUM,7732451621,HTTP://WWW.NPHM.ORG/,-87.64114,41.89325,625 N KINGSBURY ST,CHICAGO,IL,60607
8401701316,GMU,CHICAGO BASEBALL MUSEUM, ,HTTP://WWW.CHICAGOBASEBALLMUSEUM.ORG,-87.66795,41.87408,1611 W HARRISON ST,CHICAGO,IL,60612
8401701325,GMU,LITCHFIELD MUSEUM & ROUTE 66 WELCOME CENTER,2173243510,HTTP://LITCHFIELDMUSEUM.ORG/,-89.65391,39.179,334 HISTORIC OLD ROUTE 66 NORTH,LITCHFIELD,IL,62056
8401701336,GMU,PROJECT ZEAL, , ,-87.56099,41.72913,9156 SOUTH COLFAX,CHICAGO,IL,60617
8401701339,GMU,U.S. SENATOR PAUL SIMON MUSEUM,6186673873, ,-89.89568,38.72836,PO BOX 244,TROY,IL,62294
8401701346,GMU,EASLEY PIONEER MUSEUM FOUNDATION, , ,-90.6357,40.32376,195 INDIGO RD,INDUSTRY,IL,61440
8401701348,GMU,AMERICAN COLLECTIBLES MUSEUM,2174302033,HTTP://AMERICANCOLLECTIBLESMUSEUM.ORG/,-91.41116,39.93886,301 OAK ST STE 4-3,QUINCY,IL,62301
8401701350,GMU,HOFFMAN ESTATES MUSEUM,8477559630, ,-87.86724,41.99375,9501 W DEVON 8TH FLOOR,ROSEMONT,IL,60018
8401701360,GMU,STEWART HOUSE MUSEUM,3097345154, ,-90.63381,40.91689,1015 EAST EUCLID AVENUE,MONMOUTH,IL,61462
8401701415,GMU,ISM RESEARCH AND COLLECTIONS CENTER,2177850037,HTTP://WWW.MUSEUM.STATE.IL.US,-89.64318,39.77938,1011 EAST ASH ST,SPRINGFIELD,IL,62703
8401701418,GMU,SOUTHERN ILLINOIS ART & ARTISANS CENTER,6186292200,HTTP://WWW.MUSEUM.STATE.IL.US,-88.91712,38.088,14967 GUN CREEK TRAIL,WHITTINGTON,IL,62897
8401800003,GMU,WABASH VALLEY RAILROADER MUSEUM,8122389958,HTTP://WWW.HALEYTOWER.ORG,-87.39602,39.48582,1316 PLUM ST,TERRE HAUTE,IN,47804
8401800006,GMU,WYLIE HOUSE MUSEUM,8128556224, ,-86.53091,39.16153,307 EAST 2ND STREET,BLOOMINGTON,IN,47405
8401800007,GMU,WORLD WAR II VICTORY MUSEUM,2609279144, ,-85.0917,41.32497,5634 S COUNTY ROAD 11A W,AUBURN,IN,46706
8401800010,GMU,THORNTOWN HERITAGE MUSEUM,7654362202, ,-86.60663,40.12949,120 W MAIN ST,THORNTOWN,IN,46071
8401800011,GMU,SULLIVAN MUNCE CULTURAL CENTER,3178734900, ,-86.26286,39.94868,205 W HAWTHORNE ST,ZIONSVILLE,IN,46077
8401800013,GMU,SWITZERLAND COUNTY MUSEUM,8124273560,HTTP://WWW.SWITZCOMUSEUMS.ORG,-85.0653,38.74764,208 E MARKET ST,VEVAY,IN,47043
8401800014,GMU,SANTA CLAUS MUSEUM,8129372687,HTTP://SANTACLAUSMUSEUM.ORG,-86.92042,38.09828,69 N STATE RD 245,SANTA CLAUS,IN,47579
8401800016,GMU,SCOTT COUNTY HERITAGE CENTER,8127521050,HTTP://WWW.SCOTTCOUNTYHERITAGEMUSEUM.ORG,-85.77006,38.67577,1050 S MAIN ST,SCOTTSBURG,IN,47170
8401800017,GMU,ROCKPORT AREA MUSEUM, , ,-87.04934,37.88308,416 MAIN STREET,ROCKPORT,IN,47635
8401800019,GMU,RUTHMERE MUSEUM,2192640330,HTTP://WWW.RUTHMERE.ORG,-85.97301,41.69323,302 E BEARDSLEY AVE,ELKHART,IN,46514
8401800020,GMU,RAG TOPS MUSEUM OF MI CITY,2198781514, ,-86.9055,41.71991,209 E 2ND ST,MICHIGAN CITY,IN,46360
8401800023,GMU,RENEKER MUSEUM-WINONA HISTORY,5743725193,HTTP://WINONAHISTORYCENTER.COM/,-85.81439,41.21911,WESTMINSTER HALL 105 9TH STREET,WINONA LAKE,IN,46590
8401800024,GMU,OVERBECK POTTERY MUSEUM,7654783335,HTTP://WWW.CCLIB.LIB.IN.US,-85.17116,39.81262,33 W MAIN ST,CAMBRIDGE CITY,IN,47327
8401800025,GMU,RHYTHM! DISCOVERY CENTER,3179744488,HTTP://WWW.RHYTHMDISCOVERYCENTER.ORG,-86.15608,39.76713,110 W WASHINGTON ST,INDIANAPOLIS,IN,46204
8401800026,GMU,OLD LOG JAIL AND CHAPEL IN THE PARK MUSEUMS,3174627780,HTTP://WWW.HANCOCKHISTORY.ORG/,-85.78782,39.80052,26 & 28 N APPLE ST,GREENFIELD,IN,46140
8401800028,GMU,OLD LIGHTHOUSE MUSEUM,2198726133,HTTP://WWW.OLDLIGHTHOUSEMUSEUM.ORG/,-86.87593,41.70571,1 WASHINGTON STREET,MICHIGAN CITY,IN,46360
8401800030,GMU,MADAME WALKER HERITAGE MUSEUM,3172362099, ,-86.16692,39.77584,617 INDIANA AVE,INDIANAPOLIS,IN,46202
8401800031,GMU,NORTH MANCHESTER CENTER FOR HISTORY,2609820672,HTTP://WWW.NMANCHESTERHISTORY.ORG,-85.76994,40.99911,120 E MAIN ST,NORTH MANCHESTER,IN,46962
8401800033,GMU,NATURAL CONCEPTS,8122844207,HTTP://WWW.NATURALCONCEPTS.NET,-85.73695,38.31723,3604 SEA PNE,JEFFERSONVILLE,IN,47130
8401800036,GMU,LST NAVY SHIP MUSEUM,8124358678,HTTP://WWW.LSTMEMORIAL.ORG,-87.56624,37.9416,840 LST DR,EVANSVILLE,IN,47713
8401800037,GMU,NATIONAL MODEL AVIATION MUSEUM,7652871256, ,-85.32426,40.17845,5151 E MEMORIAL DRIVE,MUNCIE,IN,47302
8401800042,GMU,DELRAY BEACH CENTER FOR THE ARTS,7654739183, ,-80.07303,26.46256,51 N SWINTON AVE,DELRAY BEACH,FL,33444
8401800043,GMU,MATHERS MUSEUM-WORLD CULTURE,8128556873,HTTP://WWW.MATHERS.INDIANA.EDU,-86.52687,39.16995,416 N INDIANA AVE,BLOOMINGTON,IN,47408
8401800046,GMU,NATIONAL NEW YORK CONTROL MUSEUM,5742943001, ,-85.96968,41.68075,721 S MAIN ST,ELKHART,IN,46516
8401800047,GMU,MACHAN HOUSE MUSEUM, , ,-85.41646,41.64061,405 S POPLAR ST,LAGRANGE,IN,46761
8401800049,GMU,NETTLE CREEK CULTURAL CENTER,7654894005, ,-85.16057,39.9109,96 1/2 E MAIN ST,HAGERSTOWN,IN,47346
8401800055,GMU,INDIANA STATE MUSEUM,3172321637, ,-86.14645,39.76694,650 W WASHINGTON STREET,INDIANAPOLIS,IN,46204
8401800056,GMU,LIGONIER VISITOR CENTER AND RADIO MUSEUM,2608949000, ,-85.58703,41.45869,800 LINCOLNWAY S,LIGONIER,IN,46767
8401800058,GMU,KARPELES MANUSCRIPT LIBRARY MUSEUM - FORT WAYNE,2604566929,HTTP://WWW.RAIN.ORG,-85.14521,41.06277,2410 FAIRFIELD AVENUE,FORT WAYNE,IN,46806
8401800060,GMU,LINDEN RAILROAD MUSEUM,7654273630,HTTP://LINDENDEPOTMUSEUM.ORG/,-86.90401,40.18921,520 N MAIN ST,LINDEN,IN,47955
8401800061,GMU,LAST SUPPER MUSEUM,8126629756,HTTP://WWW.VISITGREENSBURG.COM/ATTRACTIONS.CFM,-85.4875,39.3419,311 W WALNUT ST,GREENSBURG,IN,47240
8401800063,GMU,INDIANA WAR MEMORIAL,3172338505, ,-86.046,39.88876,7399 N SHADELAND AVE 141,INDIANAPOLIS,IN,46250
8401800064,GMU,HOOSIER AIR MUSEUM,2609270443,HTTP://WWW.HOOSIERAIRMUSEUM.ORG,-85.05024,41.36007,PO BOX 87,AUBURN,IN,46706
8401800066,GMU,INDIANA BASKETBALL HALL OF FAME,7655291891, ,-85.37978,39.91492,1 HALL OF FAME CT,NEW CASTLE,IN,47362
8401800068,GMU,INTERNATIONAL CIRCUS HALL OF FAME,7654727553,HTTP://WWW.CIRCUSHALLOFFAME.COM,-86.07755,40.73276,3076 PERU CIRCUS LANE,PERU,IN,46970
8401800070,GMU,LAWRENCE COUNTY MUSEUM OF HISTORY,8122788575,HTTP://WWW.LAWRENCECOUNTYHISTORY.ORG,-75.17698,44.53731,PO BOX 8,CANTON,NY,13617
8401800071,GMU,INDIANAPOLIS MOTOR SPEEDWAY HALL OF FAME MUSEUM,3174926784,HTTP://WWW.INDIANAPOLISMOTORSPEEDWAY.COM,-86.23904,39.78753,4790 W 16TH ST,INDIANAPOLIS,IN,46222
8401800078,GMU,JOHNSON COUNTY MUSEUM, , ,-86.05657,39.48158,150 WEST MADISON ST,FRANKLIN,IN,46131
8401800081,GMU,JOHN DILLINGER MUSEUM,2199897770, ,-87.46305,41.57256,7770 CORINNE DR,HAMMOND,IN,46323
8401800082,GMU,LINCOLN MUSEUM,2604553864, ,-85.138,41.07942,200 E BERRY ST,FORT WAYNE,IN,46802
8401800083,GMU,HUDDLESTON FARMHOUSE INN MUSEUM,7654783172,HTTP://WWW.INDIANALANDMARKS.ORG/HISTORICSITESTOURSEVENTS/HUDDLESTONHOUSE/PAGES/DEFAULT.ASPX,-85.16915,39.81815,838 HISTORIC NATIONAL ROAD WEST US 40,CAMBRIDGE CITY,IN,47327
8401800087,GMU,FORT WAYNE DIEHM MUSEUM,2604276708, ,-85.14987,41.10549,600 FRANKE PARK DR,FORT WAYNE,IN,46808
8401800090,GMU,FIREFIGHTERS MUSEUM,2604260051,HTTP://WWW.FORTWAYNEFIREMUSEUM.COM,-85.13666,41.07192,PO BOX 10404,FORT WAYNE,IN,46852
8401800092,GMU,HEALTHWORKS KIDS' MUSEUM,5746475437, ,-86.25092,41.67511,111 WEST JEFFERSON BOULEVARD SUITE 200,SOUTH BEND,IN,46601
8401800097,GMU,FLOYD COUNTY MUSEUM,8129447336,HTTP://WWW.FLOYDCOUNTY.IN.GOV,-85.82185,38.2865,201 EAST SPRING STREET,NEW ALBANY,IN,47150
8401800098,GMU,GAAR HOUSE MUSEUM,7659667184, ,-84.85957,39.85081,2593 PLEASANT VIEW RD,RICHMOND,IN,47374
8401800100,GMU,GENERAL LEW WALLACE STUDY AND MUSEUM,7653625769, ,-86.8952,40.03955,200 WALLACE AVENUE,CRAWFORDSVILLE,IN,47933
8401800105,GMU,GLASS MUSEUM,7657686872, ,-85.21237,40.37333,309 S FRANKLIN ST,DUNKIRK,IN,47336
8401800107,GMU,CENTER FOR AGRICULTURAL SCIENCE AND HERITAGE,3179277568, ,-86.13706,39.82536,1201 E 38TH ST,INDIANAPOLIS,IN,46205
8401800110,GMU,COPSHAHOLM,2192359664, ,-86.26152,41.67619,808 W WASHINGTON,SOUTH BEND,IN,46601
8401800114,GMU,ELWOOD HAYNES MUSEUM,7654567500, ,-86.13656,40.46396,1915 S WEBSTER ST,KOKOMO,IN,46902
8401800117,GMU,COLE CLOTHING MUSEUM,5747534058, ,-86.35859,40.75534,900 E BROADWAY,LOGANSPORT,IN,46947
8401800121,GMU,DEBS EUGENE V MUSEUM,8122322163, ,-87.35199,39.51273,PO BOX 9454,TERRE HAUTE,IN,47808
8401800122,GMU,DOOR PRAIRIE AUTO MUSEUM,2193261337, ,-86.70766,41.5949,2405 INDIANA AVE,LA PORTE,IN,46350
8401800123,GMU,BELL AIRCRAFT MUSEUM,5743537318,HTTP://WWW.BELLAIRCRAFTMUSEUM.ORG,-86.01504,41.16861,PO BOX 411,MENTONE,IN,46539
8401800124,GMU,CARNEGIE MUSEUM-MONTGOMERY,7653624618, ,-86.90132,40.03971,222 S WASHINGTON ST,CRAWFORDSVILLE,IN,47933
8401800126,GMU,AME CHURCH MUSEUM,8122659093, ,-85.37652,38.73967,309 E 5TH ST,MADISON,IN,47250
8401800127,GMU,CANDLES HOLOCAUST MUSEUM,8122347881,HTTP://WWW.CANDLESHOLOCAUSTMUSEUM.ORG,-87.41366,39.45072,1532 S 3RD ST,TERRE HAUTE,IN,47802
8401800128,GMU,CATHEDRAL MUSEUM,2604224611,HTTP://WWW.DIOCESEFWSB.ORG/CATHEDRAL-MUSEUM,-85.13763,41.07838,915 SOUTH CLINTON STREET,FORT WAYNE,IN,46854
8401800129,GMU,ARTHUR AND KRIEBEL HERBARIA,7654944614, ,-86.91305,40.42392,915 W STATE ST,WEST LAFAYETTE,IN,47907
8401800132,GMU,ACADEMY BUILDING MUSEUM,3178319001, ,-86.38119,39.61605,250 N MONROE ST,MOORESVILLE,IN,46158
8401800133,GMU,BAILLY HOMESTEAD AND CHELLBERG FARM,2199267561, ,-87.06021,41.60813,HIGHWAY 20 & MINERAL SPRINGS ROAD,PORTER,IN,46304
8401800134,GMU,CARTER TOY MUSEUM,3177331650, ,-86.26181,39.95112,91 S MAIN ST,ZIONSVILLE,IN,46077
8401800138,GMU,MONROE COUNTY SPORTS HALL OF FAME,8128769829, ,-86.47273,39.09555,PO BOX 122,BLOOMINGTON,IN,47402
8401800147,GMU,INDIANA HIGH SCHOOL SWIMMING & DIVING HALL OF FAME CLASSIC,3177531391,HTTP://IHSSDHOF.HOMESTEAD.COM/CLIENTSITES/HSHOF-INDEX.HTML,-84.97323,40.42087,PO BOX 808,PORTLAND,IN,47371
8401800155,GMU,INDIANA MUSEUM OF AFRICAN AMERICAN HISTORY, , ,-86.15783,39.91754,8925 N MERIDIAN,INDIANAPOLIS,IN,46225
8401800183,GMU,SPEEDWAY TRANSPORTATION MUSEUMCORPORATION,3172442300,HTTP://WWW.INDIANAPOLISMOTORSPEEDWAY.COM,-86.2411,39.78333,1200 MAIN ST,SPEEDWAY,IN,46224
8401800193,GMU,OWEN COUNTY HERITAGE AND CULTURE CENTER,8128292738,HTTP://WWW.OWENCOUNTYHERITAGE.ORG/,-86.64913,39.33943,8000 W SAND COLLEGE ROAD,GOSPORT,IN,47460
8401800194,GMU,SHIPSHEWANA CAR MUSEUM,2607683021,HTTP://WWW.HOSTETLERSHUDSONS.COM/,-85.60396,41.64995,760 S VAN BUREN ST,SHIPSHEWANA,IN,46565
8401800201,GMU,INDIANA RAILWAY MUSEUM,8129362405, ,-86.61204,38.56972,8594 INDIANA 56,FRENCH LICK,IN,47432
8401800203,GMU,HISTORIC CENTERVILLE,7658553547, ,-85.01625,39.80219,PO BOX 73,CENTERVILLE,IN,47330
8401800223,GMU,INDIANA FOOTBALL HALL OF FAME,7659662235,HTTP://WWW.INDIANA-FOOTBALL.ORG/,-84.89418,39.8307,PO BOX 40,RICHMOND,IN,47375
8401800226,GMU,WENDELL L WILLKIE MEMORIAL MUSEUM, , ,-85.83796,40.27956,PO BOX 3,ELWOOD,IN,46036
8401800241,GMU,MONROES BILL MUSEUM & PARK CAMPGROUND,8129886422, ,-86.24947,39.27028,5163 N STATE ROAD 135,MORGANTOWN,IN,46160
8401800244,GMU,BASKETBALL HERITAGE PROJECT,7652251574, ,-86.90311,40.03383,PO BOX 349,CRAWFORDSVILLE,IN,47933
8401800245,GMU,GRANT COUNTY SPORTS HALL OF FAME,7656640544, ,-85.68597,40.5711,PO BOX 203,MARION,IN,46952
8401800251,GMU,NEW ALBANY FIRE MUSEUM,5025992522,HTTP://WWW.VINTAGEFIREMUSEUM.ORG,-85.74347,38.27571,723 SPRING STREET,JEFFERSONVILLE,IN,47151
8401800253,GMU,CLARK COUNTY MUSEUM,5025480259, ,-85.73735,38.27676,501 E COURT AVE,JEFFERSONVILLE,IN,47131
8401800254,GMU,KURT VONNEGUT MEMORIAL LIBRARY,3176521954, ,-86.16341,39.77256,340 N SENATE AVE,INDIANAPOLIS,IN,46204
8401800259,GMU,EASTSIDE FIRE MUSEUM, , ,-86.07748,39.76616,5350 UNIVERSITY AVE,INDIANAPOLIS,IN,46219
8401800275,GMU,HALL OF HEROES SUPER HERO MUSEUM,5742930755,HTTP://HALLOFHEROESMUSEUM.COM,-85.99428,41.65204,58005 COUNTY ROAD 105,ELKHART,IN,46517
8401800281,GMU,FORT WAYNE FIREFIGHTERS MUSEUM,2604260051,HTTP://WWW.FORTWAYNEFIREMUSEUM.COM/,-85.14103,41.07703,226 W WASHINGTON BLVD,FORT WAYNE,IN,46852
8401800282,GMU,SANTAS ELVES & SANTA CLAUS MU,8125442434, ,-86.92042,38.09828,69 N STATE ROAD 245,SANTA CLAUS,IN,47579
8401800286,GMU,ELSTON MEMORIAL FOUNDATION,7653622210, ,-86.89696,40.03959,400 E WABASH AVE,CRAWFORDSVLL,IN,47933
8401800291,GMU,MUSEUM BOARD OF HENDRICKS,3177186158,HTTP://WWW.HENDRICKSCOUNTYHISTORICALMUSEUM.ORG/,-86.52397,39.75939,170 S WASHINGTON ST,DANVILLE,IN,46122
8401800294,GMU,NATIONAL CIVIL RIGHTS MUSEUM,2199442661, ,-87.35748,41.57785,2210 HAYES ST,GARY,IN,46404
8401800300,GMU,SCIENCE CENTRAL, ,HTTP://SCIENCECENTRAL.ORG/#,-85.13981,41.09235,1950 N CLINTON ST,FORT WAYNE,IN,46805
8401800312,GMU,OMNI MUSEUM,5742882513, ,-86.27354,41.6938,1408 ELWOOD AVE,SOUTH BEND,IN,46628
8401800315,GMU,EITELJORG MUSEUM OF AMERICAN INDIANS AND WESTERN ART,3176369378,HTTP://WWW.EITELJORG.ORG,-86.14902,39.76696,500 W WASHINGTON ST,INDIANAPOLIS,IN,46204
8401800326,GMU,ARCHIMEDES ROTOCRAFT AND V-STOL MUSEUM, ,HTTP://WWW.ARCH-ROTOR-MUSEUM.ORG/,-85.97029,41.15589,PO BOX 146,BURKET,IN,46508
8401800333,GMU,PIPER FLIGHT MUSEUM,8128839772, ,-86.12267,38.61066,214 AVIATION CIRCLE,SALEM,IN,47167
8401800334,GMU,WINGS OF FREEDOM,2603561945,HTTP://WWW.WINGSOFFREEDOMAVIATION.COM/,-85.4692,40.85617,1365 N WARREN RD,HUNTINGTON,IN,46750
8401800337,GMU,MACEDONIAN MUSEUM,2604225900, ,-85.13973,41.07828,124 W WAYNE ST STE 204,FORT WAYNE,IN,46802
8401800352,GMU,WORKING MEN'S INSTITUTE,8126824806,HTTP://WORKINGMENSINSTITUTE.ORG/,-87.90177,38.09882,407 TAVERN ST,NEW HARMONY,IN,47631
8401800361,GMU,PRESIDENT BENJAMIN HARRISON FOUNDATION,3176311898,HTTP://WWW.PRESIDENTBENJAMINHARRISON.ORG,-86.15404,39.78334,1230 N DELAWARE ST,INDIANAPOLIS,IN,46202
8401800367,GMU,GREENTOWN GLASS MUSEUM,7656286206,HTTP://WWW.GREENTOWNGLASS.ORG/,-85.97295,40.48181,PO BOX 161,GREENTOWN,IN,46936
8401800370,GMU,AUBURN AUTOMOTIVE HERITAGE, ,HTTP://WWW.AUTOMOBILEMUSEUM.ORG,-85.05867,41.35373,1600 WAYNE ST,AUBURN,IN,46706
8401800391,GMU,STARKE COUNTY MUSEUM,5747725393,HTTP://WWW.STARKEHISTORY.COM,-86.62334,41.29317,401 S MAIN ST,KNOX,IN,46534
8401800401,GMU,INDIANA BASEBALL HALL OF FAME, , ,-86.9249,38.39895,1436 LEOPOLD ST,JASPER,IN,47546
8401800403,GMU,WARRICK COUNTY MUSEUM,8128973100,HTTP://WARRICKCOUNTYMUSEUM.ORG,-87.27689,38.04828,217 S 1ST ST,BOONVILLE,IN,47601
8401800412,GMU,MUSEUM OF THE COAL INDUSTRY,8129225659, ,-87.29777,38.20164,401 HIGHWAY 68W,LYNNVILLE,IN,47619
8401800415,GMU,STUDEBAKER NATIONAL MUSEUM,5742359714,HTTP://WWW.STUDEBAKERMUSEUM.ORG,-86.26155,41.67476,201 CHAPIN ST,S BEND,IN,46601
8401800424,GMU,GREATER FORT WAYNE AVIATION MUSEUM,2607474146,HTTPS://FWAIRPORT.COM/FORT-WAYNE-INTERNATIONAL/AVIATION-MUSEUM/,-85.17177,41.01758,PO BOX 9573,FORT WAYNE,IN,46899
8401800427,GMU,MINNETRISTA,7652824848,HTTP://WWW.MINNETRISTA.NET,-85.39388,40.20392,1200 N MINNETRISTA PKWY,MUNCIE,IN,47303
8401800435,GMU,FIREFIGHTERS MUSEUM AND SURVIVE ALIVE, , ,-86.14681,39.77667,748 MASSACHUSETTS AVE,INDIANAPOLIS,IN,46204
8401800451,GMU,NATIONAL AUTOMOTIVE & TRUCK,2609259100,HTTP://NATMUS.ORG,-85.05745,41.35625,1000 GORDON M BUEHRIG PL,AUBURN,IN,46706
8401800452,GMU,CARMEL FIRE BUFFS AND FIRE DEPARTMENT MUSEUM, , ,-86.12833,39.97654,210 1ST AVE SW,CARMEL,IN,46032
8401800456,GMU,MASONIC LIBRARY AND MUSEUM OF INDIANA, , ,-86.15952,39.77449,525 N ILLINOIS ST,INDIANAPOLIS,IN,46204
8401800470,GMU,CORNERSTONE CENTER FOR ARTS,7652819503,HTTPS://CORNERSTONEARTS.ORG,-85.3815,40.19368,520 E MAIN ST,MUNCIE,IN,47305
8401800472,GMU,FIRSTS AUTOMOTIVE HERITAGE MUSEUM, ,HTTP://WWW.KOKOMOEVENTCENTER.ORG,-86.10986,40.5005,1500 N REED RD,KOKOMO,IN,46901
8401800473,GMU,CAMP ATTERBURY MUSEUM,8125261744,HTTP://WWW.ATTERBURYBAKALARAIRMUSEUM.ORG/,-85.9474,39.35744,BUILDING 427 ON EGGLESTONE STREET,EDINBURGH,IN,46124
8401800489,GMU,BARTHOLOMEW ALYCE CHLD MUSEUM,2198748222, ,-86.89424,41.69751,2921 FRANKLIN ST,MICHIGAN CITY,IN,46360
8401800496,GMU,HOOSIER WARBIRDS,2609270443,HTTP://WWW.HOOSIERAIRMUSEUM.ORG/,-85.03998,41.28772,2822 COUNTY ROAD 62,AUBURN,IN,46706
8401800500,GMU,MUSEUM AUSTRALIA, , ,-85.67827,40.10609,PO BOX 1408,ANDERSON,IN,46015
8401800501,GMU,AMERICAN MUSEUM OF MILITARY VEHICLES, , ,-87.36309,41.41763,PO BOX 1441,CROWN POINT,IN,46308
8401800504,GMU,ROANOKE AREA HERITAGE CENTER,2603559708, ,-85.37425,40.96146,102 W FIRST STREET,ROANOKE,IN,46783
8401800506,GMU,GREAT LAKES MUSEUM OF MILITARY HISTORY, ,HTTP://WWW.MILITARYHISTORYMUSEUM.ORG,-86.87593,41.70571,360 W US HWY 20 DUNES PLAZA,MICHIGAN CITY,IN,46360
8401800508,GMU,ATTERBURY-BAKALAR AIR MUSEUM,8123724356,HTTP://WWW.ATTERBURYBAKALARAIRMUSEUM.ORG,-85.87201,39.23181,4772 RAY BON BLVD,COLUMBUS,IN,47203
8401800510,GMU,MILITARY HONOR PARK AND MUSEUM,5742612066,HTTP://VISITSOUTHBEND.COM/VENUE/?LISTINGID=7461,-86.31053,41.69771,4300 VETERANS DRIVE,SOUTH BEND,IN,46619
8401800521,GMU,NORTHERN INDIANA AVIATION MUSEUM,3172321637,HTTP://WWW.INDIANAMUSEUM.ORG/VISIT,-86.14645,39.76694,650 WEST WASHINGTON ST,INDIANAPOLIS,IN,46526
8401800522,GMU,MUSEUM OF WINGS & THINGS, , ,-85.62057,40.07282,2896 DEERFIELD RUN BLVD,ANDERSON,IN,46017
8401800526,GMU,MUSEUMS OF PROPHETSTOWN,7655674700,HTTP://PROPHETSTOWN.ORG/,-86.84161,40.50913,3534 PROPHETSTOWN ROAD,BATTLE GROUND,IN,47920
8401800532,GMU,MILLER'S RAY ANTIQUE AUTO MUSEUM,5745220539, ,-85.92946,41.68136,2130 MIDDLEBURY ST,ELKHART,IN,46516
8401800534,GMU,URBAN ARTS CONSORTIUM OF INDIANAPOLIS,3177975332, ,-86.1569,39.82101,3590 N MERIDIAN STREET,INDIANAPOLIS,IN,46208
8401800537,GMU,MUSEUM OF THE SOLDIER,2607262967,HTTP://WWW.MUSEUMOFTHESOLDIER.COM/,-84.97188,40.43655,510 E ARCH ST,PORTLAND,IN,47371
8401800541,GMU,WORLD WARS AIRCRAFT MUSEUM,3173353310, ,-85.91776,39.91344,5986 W 900 N,MC CORDSVILLE,IN,46055
8401800544,GMU,HOOKS AMERICAN DRUG STORE MUSEUM,3179241503, ,-86.14026,39.82544,1180 E 38TH ST,INDIANAPOLIS,IN,46205
8401800570,GMU,MARK & STACEY ROESLER FOUNDATION, , ,-86.02249,39.94003,10500 CROSSPOINT BLVD,INDIANAPOLIS,IN,46256
8401800571,GMU,ROLLS-ROYCE HERITAGE TR ALLISON BRANCH,3172304882, ,-86.15792,39.77363,450 SOUTH MERIDIAN ST,INDIANAPOLIS,IN,46207
8401800573,GMU,FREEMAN ARMY AIR FIELD MUSEUM,8125222031, ,-85.90937,38.9254,1025 A AVE,SEYMOUR,IN,47274
8401800583,GMU,EVANSVILLE AFRICAN AMERICAN MUSEUM,8124235188, ,-87.55631,37.9705,579 S GARVIN ST,EVANSVILLE,IN,47731
8401800585,GMU,DEAN V KRUSE FOUNDATION,2609279144, ,-85.0917,41.32497,5634 COUNTY ROAD 11A,AUBURN,IN,46706
8401800586,GMU,FARMER HOUSE MUSEUM, , ,-86.54001,39.16368,334 S JACKSON ST,BLOOMINGTON,IN,47403
8401800590,GMU,SOUTHERN INDIANA RAILROAD MUSEUM, , ,-85.80581,38.96678,12649 E HWY 50,SEYMOUR,IN,47274
8401800598,GMU,INDIANAPOLIS AUTOMOBILE MUSEUM, ,HTTP://WWW.INDIANAPOLISMOTORSPEEDWAY.COM,-86.14776,39.78471,1306 N PARK AVE,INDIANAPOLIS,IN,46202
8401800600,GMU,MILAN 54,8126542772,HTTP://MILAN54.ORG/,-85.14314,39.12782,201 W CARR STREET P O BOX 54,MILAN,IN,47031
